case_id,fir_number,filed_date,modus_operandi,weapon_type,status,narrative_kn,narrative_en,location_id,sensitivity_level
KA-2026-00129,FIR/2026/8702,2026-03-28,residential break-in via forced door lock,blunt object,under investigation,"Davanagere ಪ್ರದೇಶದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 04:55. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.",Complainant reported a residential break-in via forced door lock at approximately 04:55 in Davanagere. A blunt object was reportedly involved. Case status: under investigation.,LOC-1961fc6f,restricted
KA-2024-00130,FIR/2024/1726,2024-06-10,residential break-in via forced door lock,blunt object,chargesheet filed,Kalaburagi ನಲ್ಲಿ 00:52 ಸಮಯದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,A case of residential break-in via forced door lock was registered in Kalaburagi. Incident occurred around 00:52. A blunt object was reportedly involved. Current status: chargesheet filed.,LOC-d1ea1ed7,standard
KA-2024-00131,FIR/2024/5807,2024-04-08,pickpocketing in crowded transit area,knife,chargesheet filed,Mangaluru ನಲ್ಲಿ 00:33 ಸಮಯದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,A case of pickpocketing in crowded transit area was registered in Mangaluru. Incident occurred around 00:33. A knife was reportedly involved. Current status: chargesheet filed.,LOC-97a56ecd,standard
KA-2024-00132,FIR/2024/6848,2024-02-26,ATM tampering attempt,none (cyber/no physical weapon),closed,"Bengaluru Urban ಪ್ರದೇಶದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 21:19. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",Complainant reported a ATM tampering attempt at approximately 21:19 in Bengaluru Urban. No weapon was involved. Case status: closed.,LOC-bed5ae5e,standard
KA-2025-00133,FIR/2025/9129,2025-08-23,ATM tampering attempt,none (cyber/no physical weapon),pending forensic report,Kalaburagi ನಲ್ಲಿ 15:09 ಸಮಯದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,A case of ATM tampering attempt was registered in Kalaburagi. Incident occurred around 15:09. No weapon was involved. Current status: pending forensic report.,LOC-d1ea1ed7,standard
KA-2024-00134,FIR/2024/2680,2024-10-07,ATM tampering attempt,none,pending forensic report,"Shivamogga ಪ್ರದೇಶದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 07:54. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",A case of ATM tampering attempt was registered in Shivamogga. Incident occurred around 07:54. No weapon was involved. Current status: pending forensic report.,LOC-3c7ae7ae,standard
KA-2025-00135,FIR/2025/6776,2025-06-30,ATM tampering attempt,knife,pending forensic report,Hubballi-Dharwad ನಲ್ಲಿ 02:37 ಸಮಯದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,A case of ATM tampering attempt was registered in Hubballi-Dharwad. Incident occurred around 02:37. A knife was reportedly involved. Current status: pending forensic report.,LOC-6728d136,standard
KA-2025-00136,FIR/2025/3339,2025-07-18,residential break-in via rear window,none,pending forensic report,Hubballi-Dharwad ನಲ್ಲಿ 09:13 ಸಮಯದಲ್ಲಿ ಹಿಂಬದಿ ಕಿಟಕಿಯ ಮೂಲಕ ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,Complainant reported a residential break-in via rear window at approximately 09:13 in Hubballi-Dharwad. No weapon was involved. Case status: pending forensic report.,LOC-4e36c192,standard
KA-2026-00137,FIR/2026/8371,2026-05-31,shop burglary after business hours,blunt object,pending forensic report,Tumakuru ನಲ್ಲಿ 04:24 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,Complainant reported a shop burglary after business hours at approximately 04:24 in Tumakuru. A blunt object was reportedly involved. Case status: pending forensic report.,LOC-659c63f0,standard
KA-2025-00138,FIR/2025/2858,2025-05-03,cyber fraud via phishing call,blunt object,pending forensic report,Tumakuru ನಲ್ಲಿ 09:08 ಸಮಯದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,A case of cyber fraud via phishing call was registered in Tumakuru. Incident occurred around 09:08. A blunt object was reportedly involved. Current status: pending forensic report.,LOC-ed2cf155,restricted
KA-2025-00139,FIR/2025/9047,2025-11-24,residential break-in via forced door lock,blunt object,closed,"Tumakuru ಪ್ರದೇಶದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 06:16. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",Complainant reported a residential break-in via forced door lock at approximately 06:16 in Tumakuru. A blunt object was reportedly involved. Case status: closed.,LOC-ed2cf155,standard
KA-2025-00140,FIR/2025/5914,2025-06-23,pickpocketing in crowded transit area,none,closed,"Mysuru ಪ್ರದೇಶದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 16:57. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",Complainant reported a pickpocketing in crowded transit area at approximately 16:57 in Mysuru. No weapon was involved. Case status: closed.,LOC-0d0f32f2,standard
KA-2025-00141,FIR/2025/6912,2025-01-02,residential break-in via forced door lock,knife,chargesheet filed,Mangaluru ನಲ್ಲಿ 18:09 ಸಮಯದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,A case of residential break-in via forced door lock was registered in Mangaluru. Incident occurred around 18:09. A knife was reportedly involved. Current status: chargesheet filed.,LOC-2a434cf1,standard
KA-2025-00142,FIR/2025/9612,2025-04-25,cyber fraud via fake job offer,none,under investigation,"Tumakuru ಪ್ರದೇಶದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 11:11. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.",A case of cyber fraud via fake job offer was registered in Tumakuru. Incident occurred around 11:11. No weapon was involved. Current status: under investigation.,LOC-635818c2,standard
KA-2026-00143,FIR/2026/3981,2026-03-14,residential break-in via forced door lock,none (cyber/no physical weapon),pending forensic report,Davanagere ನಲ್ಲಿ 16:34 ಸಮಯದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,A case of residential break-in via forced door lock was registered in Davanagere. Incident occurred around 16:34. No weapon was involved. Current status: pending forensic report.,LOC-a7db6519,standard
KA-2024-00144,FIR/2024/4694,2024-09-12,residential break-in via forced door lock,knife,closed,"Ballari ಪ್ರದೇಶದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 18:51. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",Complainant reported a residential break-in via forced door lock at approximately 18:51 in Ballari. A knife was reportedly involved. Case status: closed.,LOC-8894a6dc,standard
KA-2025-00145,FIR/2025/3526,2025-04-15,cyber fraud via phishing call,blunt object,chargesheet filed,Hubballi-Dharwad ನಲ್ಲಿ 10:07 ಸಮಯದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,Complainant reported a cyber fraud via phishing call at approximately 10:07 in Hubballi-Dharwad. A blunt object was reportedly involved. Case status: chargesheet filed.,LOC-fcc578a4,standard
KA-2024-00146,FIR/2024/7825,2024-03-11,residential break-in via rear window,none,under investigation,Davanagere ನಲ್ಲಿ 14:56 ಸಮಯದಲ್ಲಿ ಹಿಂಬದಿ ಕಿಟಕಿಯ ಮೂಲಕ ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,A case of residential break-in via rear window was registered in Davanagere. Incident occurred around 14:56. No weapon was involved. Current status: under investigation.,LOC-e917dece,standard
KA-2025-00147,FIR/2025/2195,2025-09-22,chain snatching using two-wheeler,none (cyber/no physical weapon),chargesheet filed,"Tumakuru ಪ್ರದೇಶದಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಬಳಸಿ ಸರಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 20:13. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",A case of chain snatching using two-wheeler was registered in Tumakuru. Incident occurred around 20:13. No weapon was involved. Current status: chargesheet filed.,LOC-ed2cf155,standard
KA-2025-00148,FIR/2025/3142,2025-05-11,shop burglary after business hours,knife,closed,"Tumakuru ಪ್ರದೇಶದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 00:58. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",A case of shop burglary after business hours was registered in Tumakuru. Incident occurred around 00:58. A knife was reportedly involved. Current status: closed.,LOC-7a143af2,standard
KA-2025-00149,FIR/2025/1829,2025-01-20,residential break-in via forced door lock,blunt object,pending forensic report,Shivamogga ನಲ್ಲಿ 03:05 ಸಮಯದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,Complainant reported a residential break-in via forced door lock at approximately 03:05 in Shivamogga. A blunt object was reportedly involved. Case status: pending forensic report.,LOC-56d22747,standard
KA-2024-00150,FIR/2024/9433,2024-10-21,two-wheeler theft from parking area,blunt object,closed,"Davanagere ಪ್ರದೇಶದಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದಿಂದ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 21:31. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",Complainant reported a two-wheeler theft from parking area at approximately 21:31 in Davanagere. A blunt object was reportedly involved. Case status: closed.,LOC-edff0fc4,standard
KA-2024-00151,FIR/2024/1828,2024-11-30,cyber fraud via phishing call,none (cyber/no physical weapon),chargesheet filed,Tumakuru ನಲ್ಲಿ 05:09 ಸಮಯದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,A case of cyber fraud via phishing call was registered in Tumakuru. Incident occurred around 05:09. No weapon was involved. Current status: chargesheet filed.,LOC-57e7bc17,standard
KA-2025-00152,FIR/2025/6995,2025-02-14,residential break-in via forced door lock,none (cyber/no physical weapon),chargesheet filed,"Tumakuru ಪ್ರದೇಶದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 20:15. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",A case of residential break-in via forced door lock was registered in Tumakuru. Incident occurred around 20:15. No weapon was involved. Current status: chargesheet filed.,LOC-fe68a7f0,restricted
KA-2026-00153,FIR/2026/2946,2026-02-22,chain snatching using two-wheeler,none,pending forensic report,"Davanagere ಪ್ರದೇಶದಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಬಳಸಿ ಸರಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 08:00. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",A case of chain snatching using two-wheeler was registered in Davanagere. Incident occurred around 08:00. No weapon was involved. Current status: pending forensic report.,LOC-ee0c9478,standard
KA-2024-00154,FIR/2024/1742,2024-11-05,cyber fraud via phishing call,blunt object,chargesheet filed,Ballari ನಲ್ಲಿ 05:24 ಸಮಯದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,A case of cyber fraud via phishing call was registered in Ballari. Incident occurred around 05:24. A blunt object was reportedly involved. Current status: chargesheet filed.,LOC-102cfde3,restricted
KA-2025-00155,FIR/2025/5902,2025-05-09,two-wheeler theft from parking area,knife,closed,"Kalaburagi ಪ್ರದೇಶದಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದಿಂದ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 19:39. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",Complainant reported a two-wheeler theft from parking area at approximately 19:39 in Kalaburagi. A knife was reportedly involved. Case status: closed.,LOC-155f4b8b,standard
KA-2025-00156,FIR/2025/7824,2025-07-26,chain snatching using two-wheeler,none (cyber/no physical weapon),under investigation,Shivamogga ನಲ್ಲಿ 05:22 ಸಮಯದಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಬಳಸಿ ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,A case of chain snatching using two-wheeler was registered in Shivamogga. Incident occurred around 05:22. No weapon was involved. Current status: under investigation.,LOC-28072b01,standard
KA-2026-00157,FIR/2026/9589,2026-06-25,cyber fraud via fake job offer,knife,under investigation,Bengaluru Urban ನಲ್ಲಿ 11:19 ಸಮಯದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,A case of cyber fraud via fake job offer was registered in Bengaluru Urban. Incident occurred around 11:19. A knife was reportedly involved. Current status: under investigation.,LOC-f7690c1e,standard
KA-2024-00158,FIR/2024/7861,2024-01-30,residential break-in via rear window,none,chargesheet filed,"Ballari ಪ್ರದೇಶದಲ್ಲಿ ಹಿಂಬದಿ ಕಿಟಕಿಯ ಮೂಲಕ ಮನೆ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 10:02. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",A case of residential break-in via rear window was registered in Ballari. Incident occurred around 10:02. No weapon was involved. Current status: chargesheet filed.,LOC-102cfde3,standard
KA-2026-00159,FIR/2026/8837,2026-03-16,pickpocketing in crowded transit area,none,chargesheet filed,"Belagavi ಪ್ರದೇಶದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 17:54. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",Complainant reported a pickpocketing in crowded transit area at approximately 17:54 in Belagavi. No weapon was involved. Case status: chargesheet filed.,LOC-9963984c,standard
KA-2026-00160,FIR/2026/5571,2026-01-22,cyber fraud via phishing call,blunt object,closed,Mangaluru ನಲ್ಲಿ 03:32 ಸಮಯದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,Complainant reported a cyber fraud via phishing call at approximately 03:32 in Mangaluru. A blunt object was reportedly involved. Case status: closed.,LOC-97a56ecd,standard
KA-2025-00161,FIR/2025/2996,2025-06-25,pickpocketing in crowded transit area,blunt object,pending forensic report,"Hubballi-Dharwad ಪ್ರದೇಶದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 20:19. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",A case of pickpocketing in crowded transit area was registered in Hubballi-Dharwad. Incident occurred around 20:19. A blunt object was reportedly involved. Current status: pending forensic report.,LOC-2c475c2b,standard
KA-2024-00162,FIR/2024/6674,2024-03-06,shop burglary after business hours,knife,closed,Ballari ನಲ್ಲಿ 08:21 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,A case of shop burglary after business hours was registered in Ballari. Incident occurred around 08:21. A knife was reportedly involved. Current status: closed.,LOC-0dfcfde7,standard
KA-2024-00163,FIR/2024/4972,2024-08-01,cyber fraud via phishing call,blunt object,closed,Hubballi-Dharwad ನಲ್ಲಿ 05:54 ಸಮಯದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,Complainant reported a cyber fraud via phishing call at approximately 05:54 in Hubballi-Dharwad. A blunt object was reportedly involved. Case status: closed.,LOC-2c475c2b,standard
KA-2024-00164,FIR/2024/3587,2024-06-05,ATM tampering attempt,blunt object,pending forensic report,Belagavi ನಲ್ಲಿ 04:35 ಸಮಯದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,Complainant reported a ATM tampering attempt at approximately 04:35 in Belagavi. A blunt object was reportedly involved. Case status: pending forensic report.,LOC-8abc449f,standard
KA-2024-00165,FIR/2024/9767,2024-04-01,chain snatching using two-wheeler,blunt object,closed,Tumakuru ನಲ್ಲಿ 21:44 ಸಮಯದಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಬಳಸಿ ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,Complainant reported a chain snatching using two-wheeler at approximately 21:44 in Tumakuru. A blunt object was reportedly involved. Case status: closed.,LOC-fe68a7f0,standard
KA-2024-00166,FIR/2024/1151,2024-10-16,residential break-in via rear window,none (cyber/no physical weapon),pending forensic report,Mangaluru ನಲ್ಲಿ 10:12 ಸಮಯದಲ್ಲಿ ಹಿಂಬದಿ ಕಿಟಕಿಯ ಮೂಲಕ ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,A case of residential break-in via rear window was registered in Mangaluru. Incident occurred around 10:12. No weapon was involved. Current status: pending forensic report.,LOC-a60397df,standard
KA-2026-00167,FIR/2026/4159,2026-02-22,pickpocketing in crowded transit area,none (cyber/no physical weapon),chargesheet filed,"Mysuru ಪ್ರದೇಶದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 06:24. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",A case of pickpocketing in crowded transit area was registered in Mysuru. Incident occurred around 06:24. No weapon was involved. Current status: chargesheet filed.,LOC-395bdba4,standard
KA-2025-00168,FIR/2025/7643,2025-04-03,two-wheeler theft from parking area,none,closed,Mangaluru ನಲ್ಲಿ 07:18 ಸಮಯದಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದಿಂದ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,Complainant reported a two-wheeler theft from parking area at approximately 07:18 in Mangaluru. No weapon was involved. Case status: closed.,LOC-9173be6a,standard
KA-2025-00169,FIR/2025/5272,2025-05-17,two-wheeler theft from parking area,knife,pending forensic report,Kalaburagi ನಲ್ಲಿ 16:44 ಸಮಯದಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದಿಂದ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,Complainant reported a two-wheeler theft from parking area at approximately 16:44 in Kalaburagi. A knife was reportedly involved. Case status: pending forensic report.,LOC-62209f35,standard
KA-2025-00170,FIR/2025/2936,2025-07-12,cyber fraud via fake job offer,none,closed,Hubballi-Dharwad ನಲ್ಲಿ 13:04 ಸಮಯದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,Complainant reported a cyber fraud via fake job offer at approximately 13:04 in Hubballi-Dharwad. No weapon was involved. Case status: closed.,LOC-4b9f5b48,standard
KA-2025-00171,FIR/2025/3188,2025-07-24,chain snatching using two-wheeler,none,closed,Ballari ನಲ್ಲಿ 23:01 ಸಮಯದಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಬಳಸಿ ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,Complainant reported a chain snatching using two-wheeler at approximately 23:01 in Ballari. No weapon was involved. Case status: closed.,LOC-17217a9c,standard
